Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Sales
35,No,Travel_Rarely,Sales,1,3,Medical,4,Male,2,1,Sales Representative,1,Single,2450,1,No,19,3,2,0,3,3,3,3,0,1,2,113832
30,No,Travel_Rarely,Sales,29,4,Technical Degree,3,Male,3,3,Sales Representative,2,Married,9250,3,No,12,3,2,1,9,3,3,4,2,1,3,91035
35,Yes,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,3,1,Sales Representative,1,Divorced,2074,1,Yes,12,3,4,1,1,2,3,1,0,0,0,56110
53,Yes,Travel_Rarely,Sales,2,5,Technical Degree,3,Female,2,3,Sales Representative,4,Married,10169,0,No,16,3,2,1,34,4,3,33,7,1,9,201052
38,Yes,Travel_Rarely,Sales,2,3,Medical,3,Male,3,2,Sales Representative,2,Married,4855,4,No,11,3,1,2,7,2,3,5,2,1,4,255037
32,No,Non-Travel,Sales,1,4,Technical Degree,4,Male,3,2,Sales Representative,1,Married,4087,4,No,14,3,2,1,9,3,2,6,5,1,2,264798
48,No,Travel_Rarely,Sales,15,4,Other,3,Female,3,1,Sales Representative,1,Married,2367,8,No,12,3,4,1,10,3,2,8,2,7,6,64603
34,No,Travel_Rarely,Sales,7,4,Medical,1,Male,3,1,Sales Representative,4,Single,2972,1,No,13,3,3,0,1,4,1,1,0,0,0,244929
55,No,Travel_Rarely,Sales,26,5,Marketing,3,Male,2,5,Sales Representative,4,Married,19586,1,No,21,4,3,1,36,3,3,36,6,2,13,280487
34,No,Travel_Rarely,Sales,1,4,Life Sciences,2,Male,3,2,Sales Representative,4,Married,5484,9,No,17,3,2,1,9,3,2,2,2,2,1,151192
26,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Female,3,1,Sales Representative,4,Married,2061,1,No,21,4,1,0,1,5,3,1,0,0,0,231344
38,No,Travel_Rarely,Sales,14,3,Life Sciences,3,Male,3,2,Sales Representative,2,Married,9924,0,No,11,3,4,1,10,3,3,9,8,7,7,295356
38,No,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,3,2,Sales Representative,2,Single,4198,2,No,12,3,2,0,8,5,4,3,2,1,2,177783
36,No,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,3,2,Sales Representative,3,Single,6815,6,No,13,3,1,0,15,5,3,1,0,0,0,123910
29,No,Travel_Rarely,Sales,3,1,Medical,2,Male,3,1,Sales Representative,1,Single,4723,1,Yes,18,3,4,0,10,3,3,10,9,1,5,70672
35,No,Travel_Rarely,Sales,10,4,Medical,1,Female,3,2,Sales Representative,3,Single,6142,3,Yes,16,3,3,0,10,4,3,5,2,0,4,55116
39,No,Travel_Rarely,Sales,6,3,Medical,4,Male,4,3,Sales Representative,3,Married,8237,2,No,11,3,1,1,11,3,3,7,6,7,6,28607
29,No,Travel_Frequently,Sales,2,1,Life Sciences,1,Male,3,2,Sales Representative,4,Divorced,8853,1,No,19,3,4,1,6,0,4,6,4,1,3,34838
50,No,Travel_Rarely,Sales,9,3,Marketing,3,Male,3,5,Sales Representative,3,Married,19331,4,Yes,16,3,3,1,27,2,3,1,0,0,0,164383
23,No,Travel_Rarely,Sales,10,3,Technical Degree,4,Male,4,1,Sales Representative,3,Married,2073,2,No,16,3,4,1,4,2,3,2,2,2,2,176806
36,No,Travel_Frequently,Sales,6,4,Life Sciences,1,Male,4,2,Sales Representative,1,Married,5562,3,Yes,13,3,4,1,9,3,3,3,2,0,2,98803
42,No,Travel_Rarely,Sales,9,2,Other,4,Male,2,5,Sales Representative,4,Single,19613,8,No,22,4,4,0,24,2,3,1,0,0,1,237105
35,No,Travel_Rarely,Sales,28,3,Life Sciences,2,Male,4,2,Sales Representative,3,Married,3407,1,No,17,3,4,2,10,3,2,10,9,6,8,224679
34,No,Travel_Frequently,Sales,10,4,Technical Degree,4,Male,2,2,Sales Representative,3,Married,5063,1,No,14,3,2,1,8,3,2,8,2,7,7,162701
40,No,Travel_Rarely,Sales,14,2,Life Sciences,4,Female,3,2,Sales Representative,1,Married,4639,1,No,15,3,3,1,5,2,3,5,4,1,2,182016
43,No,Travel_Rarely,Sales,27,3,Technical Degree,4,Male,4,1,Sales Representative,2,Divorced,4876,5,No,12,3,3,1,8,0,3,6,4,0,2,278067
35,No,Travel_Rarely,Sales,7,2,Life Sciences,3,Male,2,1,Sales Representative,4,Married,2690,1,No,18,3,4,1,1,5,2,1,0,0,1,128142
46,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,4,4,Sales Representative,1,Single,17567,1,No,15,3,2,0,27,5,1,26,0,0,12,157359
28,Yes,Travel_Rarely,Sales,24,3,Medical,3,Male,3,1,Sales Representative,2,Married,2408,1,Yes,17,3,3,3,1,3,3,1,1,0,0,288180
22,No,Non-Travel,Sales,26,2,Other,2,Female,2,1,Sales Representative,3,Married,2814,1,Yes,14,3,2,0,4,2,2,4,2,1,3,150711
50,No,Travel_Frequently,Sales,20,5,Medical,2,Male,3,4,Sales Representative,3,Married,11245,2,Yes,15,3,3,1,32,3,3,30,8,12,13,115018
32,No,Travel_Rarely,Sales,5,4,Other,2,Female,4,1,Sales Representative,4,Married,3312,3,No,17,3,4,2,6,3,3,3,2,0,2,166113
44,No,Travel_Rarely,Sales,7,3,Medical,2,Female,3,5,Sales Representative,4,Divorced,19049,0,Yes,14,3,4,1,23,4,2,22,7,1,10,53594
30,No,Travel_Rarely,Sales,7,3,Medical,2,Male,2,1,Sales Representative,2,Married,2141,1,No,12,3,2,1,6,3,2,6,4,1,1,264907
45,No,Travel_Rarely,Sales,5,5,Medical,3,Female,1,2,Sales Representative,1,Single,5769,1,Yes,14,3,1,0,10,3,3,10,7,1,4,274032
45,No,Non-Travel,Sales,26,3,Marketing,1,Male,2,2,Sales Representative,1,Married,4385,1,No,15,3,1,1,10,2,3,10,7,4,5,206579
31,No,Travel_Frequently,Sales,2,4,Other,4,Male,3,2,Sales Representative,1,Single,5332,7,No,13,3,4,0,10,3,3,5,2,0,3,153547
36,No,Travel_Rarely,Sales,12,4,Life Sciences,3,Female,3,2,Sales Representative,3,Married,4663,9,Yes,12,3,2,2,7,2,3,3,2,1,1,206439
34,No,Travel_Frequently,Sales,10,4,Life Sciences,3,Male,4,2,Sales Representative,4,Divorced,4724,1,No,13,3,1,1,9,3,3,9,7,7,2,107188
49,No,Travel_Rarely,Sales,25,4,Life Sciences,3,Female,3,1,Sales Representative,1,Married,3211,1,No,14,3,4,1,10,3,2,9,6,1,4,31579
39,No,Travel_Rarely,Sales,10,5,Medical,2,Male,3,2,Sales Representative,1,Married,5377,2,No,13,3,4,3,10,3,3,7,7,7,7,247786
27,No,Travel_Rarely,Sales,19,3,Other,4,Male,2,1,Sales Representative,1,Divorced,4066,1,No,11,3,1,2,7,3,3,7,7,0,7,40108
35,No,Travel_Rarely,Sales,18,5,Life Sciences,2,Male,4,2,Sales Representative,1,Married,5208,1,No,11,3,4,0,16,2,3,16,15,1,10,95081
28,No,Travel_Rarely,Sales,27,3,Medical,2,Female,1,2,Sales Representative,1,Divorced,4877,0,No,21,4,2,1,6,5,2,5,3,0,0,25485
21,No,Travel_Rarely,Sales,5,1,Medical,3,Male,3,1,Sales Representative,4,Single,3117,1,No,18,3,3,0,3,2,3,2,2,2,2,173457
18,Yes,Travel_Frequently,Sales,3,2,Medical,2,Female,3,1,Sales Representative,4,Single,1569,1,Yes,12,3,3,0,0,2,4,0,0,0,0,272616
47,No,Travel_Rarely,Sales,26,4,Life Sciences,4,Female,3,5,Sales Representative,3,Married,19658,3,No,11,3,3,1,27,2,3,5,2,1,0,104326
39,No,Travel_Rarely,Sales,3,2,Medical,3,Male,2,2,Sales Representative,3,Divorced,3069,0,No,15,3,4,1,11,3,3,10,8,0,7,69203
40,No,Travel_Rarely,Sales,15,3,Life Sciences,1,Female,2,3,Sales Representative,3,Married,10435,1,No,13,3,4,2,18,2,3,18,15,14,12,62945
35,No,Non-Travel,Sales,8,4,Life Sciences,3,Female,3,2,Sales Representative,3,Married,4148,1,No,12,3,4,1,15,5,3,14,11,2,9,254153
37,No,Travel_Rarely,Sales,19,3,Life Sciences,3,Male,3,2,Sales Representative,3,Married,5768,3,No,17,3,1,3,9,2,2,4,3,0,2,294495
39,No,Travel_Frequently,Sales,4,3,Medical,1,Female,3,2,Sales Representative,3,Single,5042,0,No,13,3,4,0,10,2,1,9,2,3,8,57818
45,No,Travel_Rarely,Sales,2,2,Other,4,Female,2,2,Sales Representative,4,Divorced,5770,1,No,19,3,1,2,10,3,3,10,7,3,9,240349
38,No,Travel_Rarely,Sales,2,2,Medical,4,Female,2,3,Sales Representative,3,Married,7756,3,Yes,19,3,4,1,10,6,4,5,4,0,2,65728
35,Yes,Travel_Rarely,Sales,10,3,Medical,4,Male,2,3,Sales Representative,1,Married,10306,9,No,17,3,3,0,15,3,3,13,12,6,0,59148
37,No,Travel_Rarely,Sales,10,3,Medical,2,Female,3,1,Sales Representative,2,Married,3936,1,No,11,3,1,1,8,2,1,8,4,7,7,46484
40,No,Travel_Rarely,Sales,16,3,Life Sciences,3,Female,3,3,Sales Representative,4,Single,7945,6,Yes,15,3,4,0,18,2,2,4,2,3,3,205264
44,No,Travel_Frequently,Sales,1,5,Human Resources,1,Male,3,2,Sales Representative,4,Married,5743,4,Yes,11,3,3,0,14,3,3,10,7,0,2,249042
48,No,Travel_Frequently,Sales,4,5,Medical,3,Male,2,4,Sales Representative,4,Married,15202,2,No,25,4,2,1,23,3,3,2,2,2,2,283272
35,Yes,Travel_Rarely,Sales,15,2,Medical,1,Male,1,2,Sales Representative,4,Divorced,5440,6,Yes,14,3,4,2,7,2,2,2,2,2,2,276431
24,No,Travel_Frequently,Sales,2,1,Technical Degree,1,Female,3,1,Sales Representative,4,Single,3760,1,Yes,13,3,3,0,6,2,3,6,3,1,3,178221
27,No,Travel_Rarely,Sales,8,3,Medical,2,Female,4,1,Sales Representative,3,Married,3517,7,No,17,3,1,0,5,0,3,3,2,0,2,133178
27,No,Travel_Frequently,Sales,2,3,Medical,4,Male,3,1,Sales Representative,4,Single,2580,2,No,13,3,3,0,6,0,2,4,2,1,2,98823
40,Yes,Travel_Rarely,Sales,7,3,Life Sciences,1,Male,3,1,Sales Representative,1,Single,2166,3,Yes,14,3,2,0,10,3,1,4,2,0,3,41070
29,No,Travel_Rarely,Sales,10,3,Medical,3,Male,2,2,Sales Representative,3,Single,5869,9,No,11,3,3,0,8,2,3,5,2,1,4,222109
36,No,Travel_Rarely,Sales,5,4,Life Sciences,2,Female,3,3,Sales Representative,1,Married,8008,4,No,12,3,3,2,9,6,3,3,2,0,2,192907
25,No,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,4,2,Sales Representative,3,Divorced,5206,1,No,17,3,3,2,7,6,3,7,7,0,7,198674
39,No,Travel_Rarely,Sales,12,3,Medical,4,Male,3,2,Sales Representative,2,Married,5295,4,No,21,4,3,0,7,3,3,5,4,1,0,53249
49,No,Travel_Rarely,Sales,22,4,Other,1,Female,3,4,Sales Representative,2,Married,16413,3,No,16,3,2,2,27,2,3,4,2,1,2,292348
50,No,Travel_Rarely,Sales,17,5,Life Sciences,4,Female,2,3,Sales Representative,1,Divorced,13269,5,No,15,3,3,3,19,3,3,14,11,1,11,216763
20,No,Travel_Rarely,Sales,2,3,Medical,3,Female,3,1,Sales Representative,3,Single,2783,1,No,19,3,1,0,2,3,3,2,2,2,2,195033
34,No,Travel_Rarely,Sales,3,3,Life Sciences,4,Female,3,2,Sales Representative,2,Divorced,5433,1,No,12,3,3,1,11,2,3,11,8,7,9,35361
36,No,Travel_Rarely,Sales,7,3,Life Sciences,1,Male,3,1,Sales Representative,2,Single,2013,2,No,11,3,3,0,15,4,3,4,3,1,3,136216
49,No,Travel_Rarely,Sales,6,1,Life Sciences,3,Female,2,4,Sales Representative,3,Married,13966,2,Yes,19,3,2,1,30,3,3,15,11,2,12,149070
36,No,Non-Travel,Sales,1,4,Medical,4,Female,2,2,Sales Representative,3,Married,4374,0,No,15,3,3,0,4,6,3,3,2,1,2,97764
36,No,Travel_Rarely,Sales,3,2,Life Sciences,4,Male,4,2,Sales Representative,1,Divorced,6842,6,No,20,4,1,1,13,3,3,5,4,0,4,187669
54,No,Travel_Rarely,Sales,22,5,Medical,2,Female,3,4,Sales Representative,3,Married,17426,3,No,25,4,3,1,36,6,3,10,8,4,7,110112
43,No,Travel_Rarely,Sales,15,2,Life Sciences,3,Male,2,4,Sales Representative,3,Married,17603,1,No,24,4,1,1,14,3,3,14,10,6,11,34062
35,Yes,Travel_Frequently,Sales,12,4,Other,4,Male,3,2,Sales Representative,4,Single,4581,3,Yes,24,4,1,0,13,2,4,11,9,6,7,88338
38,No,Travel_Frequently,Sales,1,3,Life Sciences,4,Male,3,2,Sales Representative,4,Married,4735,7,No,15,3,4,2,19,4,4,13,11,2,9,243656
29,No,Travel_Rarely,Sales,5,3,Medical,1,Male,2,2,Sales Representative,2,Divorced,4187,1,Yes,13,3,2,1,10,3,2,10,0,0,9,193698
33,No,Travel_Rarely,Sales,2,4,Medical,4,Male,3,2,Sales Representative,4,Divorced,5505,1,No,14,3,3,2,6,5,3,6,2,0,4,55312
32,No,Travel_Rarely,Sales,2,3,Medical,4,Male,3,2,Sales Representative,2,Divorced,5470,0,No,13,3,3,2,10,4,2,9,5,1,6,160409
31,No,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,3,2,Sales Representative,4,Married,5476,1,No,11,3,1,2,10,2,3,10,0,0,2,122158
49,No,Travel_Rarely,Sales,16,3,Medical,4,Female,3,1,Sales Representative,1,Divorced,2587,4,Yes,16,3,2,1,17,2,2,2,2,2,2,88640
38,No,Travel_Frequently,Sales,2,3,Medical,4,Female,2,1,Sales Representative,2,Single,2440,1,No,22,4,2,0,4,3,3,4,3,3,3,299641
47,No,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,4,4,Sales Representative,2,Divorced,15972,6,No,14,3,3,3,29,2,3,3,2,1,2,61622
49,No,Travel_Rarely,Sales,1,3,Life Sciences,3,Male,3,4,Sales Representative,3,Single,15379,4,No,14,3,1,0,23,2,3,8,7,0,0,77846
41,No,Travel_Rarely,Sales,23,2,Life Sciences,4,Male,3,3,Sales Representative,3,Single,7082,3,Yes,16,3,4,0,21,2,3,2,0,0,2,153666
20,No,Travel_Rarely,Sales,9,1,Life Sciences,4,Male,3,1,Sales Representative,1,Single,2728,1,No,11,3,1,0,2,3,3,2,2,0,2,284342
33,No,Non-Travel,Sales,16,3,Life Sciences,3,Female,3,2,Sales Representative,4,Divorced,5368,1,Yes,25,4,3,1,7,2,3,6,5,1,2,117591
36,No,Travel_Rarely,Sales,26,4,Life Sciences,1,Male,3,2,Sales Representative,3,Married,5347,6,No,14,3,2,2,10,2,2,3,2,0,2,34772
44,No,Travel_Rarely,Sales,1,3,Life Sciences,3,Female,3,1,Sales Representative,4,Divorced,3195,4,Yes,18,3,1,3,8,2,3,2,2,2,2,270172
23,Yes,Travel_Rarely,Sales,8,1,Medical,4,Male,2,1,Sales Representative,3,Single,3989,1,Yes,11,3,1,0,5,2,3,5,4,1,2,110534
38,No,Travel_Rarely,Sales,4,2,Medical,4,Female,3,1,Sales Representative,3,Married,3306,7,No,19,3,4,1,7,5,2,0,0,0,0,149625
53,No,Travel_Rarely,Sales,24,4,Medical,2,Male,4,3,Sales Representative,4,Married,7005,3,No,15,3,3,0,11,2,3,4,3,1,2,62928
48,Yes,Travel_Frequently,Sales,7,2,Medical,4,Female,3,1,Sales Representative,3,Married,2655,2,Yes,11,3,3,2,19,3,3,9,7,7,7,142729
32,Yes,Travel_Rarely,Sales,2,4,Life Sciences,4,Male,3,1,Sales Representative,2,Single,1393,1,No,12,3,1,0,1,2,3,1,0,0,0,145034
26,No,Non-Travel,Sales,7,3,Medical,4,Male,3,1,Sales Representative,4,Single,2570,1,No,20,4,3,0,7,5,3,7,7,5,7,35436
55,No,Travel_Rarely,Sales,22,3,Technical Degree,1,Male,2,1,Sales Representative,2,Divorced,3537,5,No,12,3,4,1,8,1,3,4,2,1,2,293631
34,No,Travel_Rarely,Sales,5,2,Medical,2,Male,2,2,Sales Representative,4,Married,3986,1,No,14,3,3,1,15,3,4,15,10,4,13,203958
60,No,Travel_Rarely,Sales,1,4,Medical,3,Male,1,3,Sales Representative,4,Divorced,10883,3,No,20,4,3,1,19,2,4,1,0,0,0,106040
33,No,Travel_Rarely,Sales,21,3,Medical,2,Male,4,1,Sales Representative,2,Married,2028,1,No,18,3,4,3,14,6,3,14,11,2,13,239494
37,No,Travel_Frequently,Sales,1,4,Medical,3,Male,1,2,Sales Representative,4,Divorced,9525,1,No,14,3,3,2,6,2,2,6,3,1,3,272771
34,No,Travel_Rarely,Sales,19,3,Life Sciences,2,Female,2,1,Sales Representative,4,Married,2929,1,No,12,3,2,0,10,3,3,10,9,8,7,252807
23,Yes,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,3,1,Sales Representative,4,Divorced,2275,1,Yes,21,4,2,1,3,2,3,3,2,0,2,124710
44,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Female,4,3,Sales Representative,4,Married,7879,1,Yes,19,3,2,1,9,2,3,8,7,6,7,113688
35,No,Travel_Frequently,Sales,2,4,Medical,1,Male,2,1,Sales Representative,4,Single,4930,0,Yes,14,3,3,0,6,2,4,5,4,1,4,243105
43,No,Travel_Rarely,Sales,2,3,Medical,4,Male,3,2,Sales Representative,4,Married,7847,1,Yes,17,3,1,1,10,3,3,10,9,8,8,120774
24,No,Travel_Rarely,Sales,9,3,Medical,3,Male,4,1,Sales Representative,3,Married,4401,1,No,16,3,4,1,5,1,3,5,3,0,4,25169
41,No,Travel_Rarely,Sales,6,3,Marketing,4,Male,3,3,Sales Representative,3,Single,9241,1,No,12,3,2,0,10,3,3,10,8,8,7,158816
29,No,Travel_Rarely,Sales,9,4,Medical,4,Female,3,1,Sales Representative,3,Married,2974,9,No,17,3,3,1,9,2,3,5,3,1,2,65443
36,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,2,Sales Representative,4,Single,4502,3,No,15,3,3,0,17,2,2,13,7,6,7,32771
45,No,Non-Travel,Sales,1,1,Life Sciences,3,Male,2,3,Sales Representative,3,Married,10748,3,No,23,4,4,1,25,3,2,23,15,14,4,100796
24,Yes,Travel_Rarely,Sales,22,1,Human Resources,4,Male,1,1,Sales Representative,3,Married,1555,1,No,11,3,3,1,1,2,3,1,0,0,0,266004
47,Yes,Travel_Frequently,Sales,9,3,Life Sciences,3,Male,1,4,Sales Representative,3,Married,12936,7,No,11,3,3,0,25,3,1,23,5,14,10,147152
26,No,Travel_Rarely,Sales,17,4,Medical,4,Male,1,1,Sales Representative,3,Married,2305,1,No,15,3,3,3,3,3,4,3,2,0,2,81688
45,No,Travel_Rarely,Sales,28,2,Technical Degree,4,Female,2,4,Sales Representative,2,Single,16704,1,No,11,3,3,0,21,2,3,21,6,8,6,130173
32,No,Travel_Frequently,Sales,10,3,Life Sciences,1,Male,3,1,Sales Representative,3,Married,3433,6,No,13,3,1,1,10,3,2,5,2,1,3,275884
31,No,Travel_Rarely,Sales,2,4,Life Sciences,2,Male,3,1,Sales Representative,3,Married,3477,1,No,14,3,4,1,6,2,4,5,2,0,3,279808
41,No,Non-Travel,Sales,4,3,Human Resources,3,Male,1,2,Sales Representative,2,Married,6430,6,No,19,3,2,1,10,4,3,3,2,1,2,93161
40,No,Travel_Rarely,Sales,8,2,Life Sciences,2,Female,3,2,Sales Representative,1,Married,6516,2,Yes,16,3,2,1,18,3,3,1,0,0,0,223657
24,No,Travel_Rarely,Sales,29,1,Medical,2,Male,3,1,Sales Representative,1,Divorced,3907,1,No,13,3,2,3,6,2,4,6,2,1,2,60852
46,No,Travel_Rarely,Sales,13,4,Life Sciences,3,Male,3,2,Sales Representative,2,Single,5562,6,No,14,3,4,0,19,3,3,10,7,0,9,273596
35,No,Travel_Rarely,Sales,27,4,Life Sciences,4,Male,3,2,Sales Representative,3,Married,6883,2,No,16,3,2,1,17,3,3,7,7,0,7,280534
30,No,Travel_Rarely,Sales,16,1,Life Sciences,2,Male,3,1,Sales Representative,4,Married,2862,1,No,12,3,2,1,10,2,2,10,0,0,8,256951
47,No,Non-Travel,Sales,2,4,Marketing,3,Male,3,2,Sales Representative,2,Married,4978,7,No,11,3,4,1,4,3,1,1,0,0,0,75730
46,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,3,3,Sales Representative,4,Divorced,10368,4,Yes,12,3,2,1,13,5,2,10,6,0,3,37124
36,Yes,Travel_Rarely,Sales,13,5,Marketing,2,Male,2,2,Sales Representative,1,Divorced,6134,5,Yes,13,3,2,3,16,3,3,2,2,2,2,100611
32,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,1,2,Sales Representative,2,Single,6735,6,No,15,3,2,0,10,2,3,0,0,0,0,70633
23,No,Travel_Rarely,Sales,4,1,Medical,3,Female,3,1,Sales Representative,2,Single,3295,1,No,13,3,3,0,3,3,1,3,2,1,2,65991
31,No,Travel_Frequently,Sales,24,1,Technical Degree,4,Female,3,2,Sales Representative,4,Single,5238,2,No,20,4,4,0,9,3,2,5,4,1,4,54993
39,No,Non-Travel,Sales,1,3,Life Sciences,4,Male,3,2,Sales Representative,4,Married,6472,1,Yes,15,3,4,1,9,2,3,9,8,5,8,281214
32,No,Travel_Rarely,Sales,19,3,Life Sciences,4,Male,1,3,Sales Representative,3,Married,9610,3,No,13,3,3,1,10,2,1,4,3,0,2,241681
40,No,Travel_Rarely,Sales,7,4,Medical,2,Male,3,5,Sales Representative,2,Single,19833,1,No,14,3,2,0,21,3,2,21,8,12,8,65300
45,No,Travel_Rarely,Sales,4,3,Life Sciences,3,Female,1,3,Sales Representative,3,Married,9756,4,No,21,4,3,2,9,2,4,5,0,0,3,298479
30,No,Travel_Frequently,Sales,2,4,Technical Degree,4,Female,2,1,Sales Representative,1,Single,4968,0,No,16,3,4,0,10,2,3,9,7,0,7,203255
24,No,Travel_Frequently,Sales,10,3,Medical,1,Male,3,1,Sales Representative,4,Married,2145,0,No,14,3,4,1,3,2,3,2,2,2,1,175317
30,Yes,Travel_Frequently,Sales,8,3,Human Resources,3,Female,2,1,Sales Representative,4,Divorced,2180,6,No,11,3,3,1,6,0,2,4,2,1,2,29702
31,No,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,3,2,Sales Representative,3,Married,8346,1,No,19,3,3,1,6,3,3,5,2,0,2,284984
27,No,Travel_Rarely,Sales,8,3,Medical,3,Female,3,1,Sales Representative,4,Single,3445,1,No,11,3,3,0,6,5,2,6,2,1,4,97229
29,Yes,Travel_Rarely,Sales,9,3,Marketing,2,Female,1,1,Sales Representative,2,Single,2760,1,No,13,3,3,0,2,3,3,2,2,2,2,35885
29,No,Travel_Frequently,Sales,1,3,Life Sciences,4,Male,4,2,Sales Representative,3,Single,6294,8,Yes,12,3,4,0,10,5,4,3,2,0,2,209787
30,No,Travel_Rarely,Sales,15,2,Marketing,3,Male,2,3,Sales Representative,1,Divorced,7140,2,No,11,3,1,1,12,2,3,7,7,1,7,63140
34,No,Travel_Rarely,Sales,2,4,Medical,4,Male,4,1,Sales Representative,4,Married,2932,0,Yes,14,3,1,3,6,3,3,5,0,1,2,80895
33,No,Non-Travel,Sales,2,3,Marketing,4,Female,3,2,Sales Representative,2,Single,5147,8,No,15,3,4,0,13,2,2,11,7,1,7,137273
49,No,Travel_Rarely,Sales,11,4,Marketing,4,Female,3,2,Sales Representative,4,Single,4507,3,No,12,3,3,0,8,1,4,5,1,0,4,177681
33,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1,Female,3,3,Sales Representative,1,Single,8564,2,Yes,20,4,3,0,11,2,2,0,0,0,0,299666
38,No,Travel_Frequently,Sales,2,2,Medical,3,Female,2,1,Sales Representative,2,Married,2468,4,No,14,3,2,1,9,4,2,6,1,0,5,260849
31,Yes,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,3,Sales Representative,3,Married,8161,2,No,13,3,1,3,10,2,3,1,0,0,0,232804
29,No,Travel_Rarely,Sales,4,3,Technical Degree,4,Female,2,1,Sales Representative,1,Divorced,2109,1,No,13,3,3,1,1,2,3,1,0,0,0,159279
30,No,Travel_Rarely,Sales,16,3,Life Sciences,3,Male,4,2,Sales Representative,3,Married,5294,3,No,16,3,3,1,10,3,3,7,0,1,7,129105
32,No,Non-Travel,Sales,5,4,Technical Degree,2,Male,3,1,Sales Representative,2,Single,2718,2,No,14,3,2,0,12,3,3,7,7,0,7,131398
38,No,Travel_Rarely,Sales,18,3,Medical,2,Male,1,2,Sales Representative,4,Married,5811,3,Yes,16,3,3,1,15,2,3,1,0,1,0,48145
43,Yes,Travel_Frequently,Sales,17,3,Technical Degree,3,Male,2,1,Sales Representative,3,Married,2437,9,Yes,16,3,4,1,6,4,3,1,0,0,0,276349
42,No,Travel_Rarely,Sales,12,3,Medical,2,Male,3,1,Sales Representative,2,Divorced,2766,8,No,22,4,2,3,7,6,2,5,3,0,4,284420
55,No,Travel_Rarely,Sales,2,3,Medical,3,Male,2,5,Sales Representative,1,Married,19038,8,No,12,3,2,3,34,2,3,1,0,0,0,213283
33,No,Non-Travel,Sales,4,3,Technical Degree,4,Male,3,2,Sales Representative,2,Divorced,3055,5,No,15,3,4,2,11,2,2,9,8,1,7,79980
41,No,Travel_Rarely,Sales,9,4,Life Sciences,3,Male,3,1,Sales Representative,1,Divorced,2289,1,No,20,4,2,2,5,2,3,5,3,0,4,28276
34,No,Non-Travel,Sales,10,3,Life Sciences,4,Male,3,2,Sales Representative,3,Divorced,4001,1,Yes,14,3,3,1,15,3,3,15,14,0,7,46389
53,No,Non-Travel,Sales,1,4,Medical,1,Female,2,4,Sales Representative,3,Married,12965,4,Yes,20,4,4,3,27,2,2,3,2,0,2,175722
43,No,Travel_Rarely,Sales,2,3,Life Sciences,2,Male,3,1,Sales Representative,4,Single,3539,0,No,13,3,2,0,10,5,3,9,7,1,8,244678
34,No,Travel_Rarely,Sales,3,2,Life Sciences,4,Female,1,2,Sales Representative,4,Single,6029,5,No,12,3,1,0,6,3,3,2,2,2,2,127182
21,Yes,Travel_Rarely,Sales,7,1,Marketing,2,Male,3,1,Sales Representative,2,Single,2679,1,No,13,3,2,0,1,3,3,1,0,1,0,271177
38,No,Travel_Rarely,Sales,6,2,Other,4,Female,2,1,Sales Representative,3,Married,3702,1,No,11,3,2,1,5,3,3,5,4,0,4,114256
22,Yes,Travel_Rarely,Sales,8,1,Medical,3,Female,3,1,Sales Representative,1,Married,2398,1,Yes,17,3,3,0,1,6,3,1,0,0,0,220016
31,No,Travel_Rarely,Sales,29,4,Marketing,1,Female,2,2,Sales Representative,4,Married,5468,1,No,14,3,1,2,13,3,3,12,7,5,7,250825
51,No,Travel_Rarely,Sales,3,3,Technical Degree,1,Female,3,3,Sales Representative,3,Married,13116,2,No,11,3,4,0,15,2,3,2,2,2,2,230621
37,No,Travel_Rarely,Sales,9,2,Marketing,2,Male,2,2,Sales Representative,2,Married,4189,1,No,14,3,1,2,5,2,3,5,2,0,3,79490
46,No,Travel_Rarely,Sales,2,4,Medical,3,Male,3,5,Sales Representative,4,Divorced,19328,7,Yes,17,3,3,1,24,3,3,2,1,2,2,243716
