Employee Number,Age,MaritalStatus,Gender,Education,EducationField,RelationshipSatisfaction,DistanceFromHome,Games,Performance Ranking,Attendance (%),Errors per shift,TrainingTimesLastYear,Hours Worked TTM,Hours Worked  3 YR,Hours Worked 5 YR,OverTime,TTM Revenue,3 YR Revenue,5 YR Revenue,NumCompaniesWorked,TotalWorkingYears,Annual Salary,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition
2875,54,Married,Female,2,Technical Degree,4,32,Let it Ride,4,77,6,2,2237,1939,3738,No,57746,165642,288730,3,25,67037,9,26,4,6,10,4,1,Yes
2876,54,Married,Female,4,Technical Degree,4,50,Let it Ride,1,92,2,3,2633,1678,4517,No,68608,167773,205824,6,11,66285,10,3,9,0,7,1,1,Yes
2877,45,Married,Female,4,Technical Degree,5,43,Let it Ride,2,47,2,5,2036,2045,4155,No,57655,141781,288275,3,19,74801,10,21,14,7,2,2,2,Yes
2878,34,Married,Female,4,Technical Degree,2,23,Let it Ride,2,28,3,10,1206,1470,5481,No,58549,170570,292745,6,7,43569,9,23,4,7,10,2,2,Yes
2879,42,Married,Female,1,Technical Degree,2,13,Let it Ride,4,35,6,9,1102,1719,3687,No,69789,162631,348945,7,4,35499,8,8,0,4,5,2,4,Yes
2880,41,Married,Female,2,Technical Degree,4,3,Let it Ride,2,69,10,0,1070,1825,3754,No,61425,167356,307125,1,21,58128,1,15,7,10,10,1,4,Yes
2881,49,Married,Female,2,Technical Degree,2,27,Let it Ride,2,81,3,1,2717,2923,6177,No,68140,145818,340700,4,15,52726,3,12,3,5,4,2,3,Yes
2882,26,Married,Female,3,Technical Degree,2,29,Let it Ride,3,35,4,2,2776,1559,3999,No,58788,162977,293940,6,20,77045,9,6,14,3,3,1,2,Yes
2883,51,Married,Female,4,Technical Degree,2,30,Let it Ride,1,40,5,9,1826,2782,3668,No,68782,158303,343910,0,13,45967,1,6,14,7,0,4,1,Yes
2884,24,Married,Female,3,Technical Degree,5,18,Let it Ride,4,61,3,5,1490,1662,6150,No,70359,155948,211077,7,11,72587,7,3,15,4,9,3,3,Yes
2885,23,Married,Female,1,Technical Degree,4,33,Let it Ride,4,53,7,4,2943,1289,5894,No,61100,168614,305500,2,13,33720,1,24,5,10,2,2,1,Yes
2886,51,Married,Female,1,Technical Degree,4,45,Let it Ride,2,64,2,3,1542,1522,5865,No,55807,168047,279035,4,12,26854,4,6,6,8,10,2,4,Yes
2887,28,Married,Female,2,Technical Degree,5,17,Let it Ride,1,50,3,1,1047,2465,5658,No,72352,150882,361760,0,2,82977,5,7,5,1,2,4,2,Yes
2888,59,Married,Female,1,Technical Degree,2,49,Let it Ride,2,68,9,10,1430,1045,5738,No,65594,161629,327970,7,4,45605,9,22,14,6,0,4,2,Yes
2889,61,Married,Female,1,Technical Degree,4,11,Let it Ride,3,37,2,3,1763,1535,3890,No,53582,147751,267910,0,16,35046,2,18,8,7,3,2,3,Yes
2890,29,Married,Female,1,Technical Degree,4,27,Let it Ride,2,97,8,4,1920,1252,4890,No,46634,160660,233170,6,13,74072,4,8,4,9,0,3,2,Yes
2891,55,Married,Female,4,Technical Degree,5,20,Let it Ride,1,70,6,3,2810,1902,5934,No,76257,154687,305028,4,11,43376,8,4,0,4,5,4,3,Yes
2892,55,Married,Female,4,Technical Degree,5,19,Let it Ride,4,73,9,7,2325,2743,5499,No,57151,154175,285755,2,6,80105,3,8,11,8,8,4,4,Yes
2893,51,Married,Female,4,Technical Degree,2,22,Let it Ride,3,87,6,3,1815,2331,5841,No,49867,167036,249335,6,16,39096,10,7,5,8,2,1,4,Yes
2894,57,Married,Female,3,Technical Degree,4,36,Let it Ride,3,60,4,0,2113,1239,5481,No,71641,157664,358205,7,1,61976,8,21,4,5,3,2,4,Yes
2895,28,Married,Female,2,Technical Degree,1,37,Let it Ride,4,70,5,4,1663,1899,3511,No,71408,154492,357040,5,5,48633,7,20,9,7,6,2,4,Yes
2896,55,Married,Female,1,Technical Degree,5,29,Let it Ride,3,47,8,6,2215,1075,4541,No,68495,68495,68495,7,4,32584,6,1,2,2,10,4,1,Yes
2897,39,Married,Female,1,Technical Degree,5,46,Let it Ride,1,76,4,7,2790,2884,4197,No,58396,145646,291980,4,14,26413,10,26,7,1,6,4,4,Yes
2898,25,Married,Female,1,Technical Degree,4,41,Let it Ride,2,53,4,7,2017,2429,6174,No,64482,149103,257928,4,3,65708,3,4,7,10,5,2,3,Yes
2899,27,Married,Female,2,Technical Degree,1,44,Let it Ride,1,54,4,1,1335,1847,3575,No,45983,166507,229915,3,14,38385,10,10,1,5,0,1,2,Yes
2900,55,Married,Female,1,Technical Degree,3,46,Let it Ride,4,46,8,2,1665,1634,3283,No,46610,158208,139830,3,20,49650,10,3,15,1,7,4,1,Yes
2901,58,Married,Female,3,Technical Degree,1,9,Let it Ride,3,68,4,6,1189,2366,4281,No,56897,147707,284485,6,21,26801,1,23,12,6,8,4,1,Yes
2902,53,Married,Female,4,Technical Degree,1,19,Let it Ride,1,96,7,6,2152,2202,3823,No,77047,77047,77047,4,20,49434,6,1,9,10,8,2,4,Yes
2903,31,Married,Female,2,Technical Degree,3,35,Let it Ride,3,91,8,8,1774,2788,4565,No,49661,49661,49661,6,0,33815,8,1,14,2,1,4,4,Yes
2904,61,Married,Female,1,Technical Degree,4,14,Let it Ride,4,35,10,0,2100,1424,3549,No,45326,141108,226630,1,24,57284,2,17,8,9,2,1,4,Yes
2905,35,Married,Female,3,Technical Degree,2,23,Let it Ride,4,67,8,7,2720,1365,5815,No,46720,140118,233600,3,19,77021,4,6,6,2,0,2,4,Yes
2906,63,Married,Female,2,Technical Degree,5,25,Let it Ride,1,35,4,5,2291,1591,4330,No,76759,148220,230277,0,3,32073,2,3,15,1,2,4,2,Yes
2907,50,Married,Female,3,Technical Degree,3,34,Let it Ride,4,79,10,2,1636,1992,4162,No,65352,150968,326760,0,3,68385,10,22,14,6,9,1,3,Yes
2908,40,Married,Female,3,Technical Degree,2,33,Let it Ride,4,82,2,3,1145,1449,3548,No,70635,163204,353175,3,7,54058,10,6,8,3,6,1,3,Yes
2909,65,Married,Female,3,Technical Degree,5,36,Let it Ride,2,67,1,9,2055,1393,3501,No,52343,151541,261715,4,19,39912,3,25,9,3,7,2,1,Yes
2910,46,Married,Female,4,Technical Degree,4,2,Let it Ride,4,70,10,6,2294,1441,5444,No,74075,162072,370375,5,13,32953,10,7,9,8,1,3,3,Yes
2911,26,Married,Female,4,Technical Degree,2,7,Let it Ride,2,51,7,1,2404,1977,5884,No,75053,169082,375265,3,24,61160,8,15,11,7,6,4,1,Yes
2912,33,Married,Female,2,Technical Degree,1,41,Let it Ride,1,62,8,2,2749,2381,4474,No,77959,138461,389795,3,11,65828,1,18,4,5,0,3,2,Yes
2913,56,Married,Female,2,Technical Degree,5,15,Let it Ride,3,68,8,2,1875,1521,6073,No,76373,150096,305492,7,14,44710,1,4,9,6,10,3,1,Yes
2914,49,Married,Female,2,Technical Degree,1,49,Let it Ride,4,66,2,7,2068,2865,4786,No,77219,158823,386095,2,12,73734,6,15,10,5,10,2,2,Yes
2915,52,Married,Female,3,Technical Degree,3,31,Let it Ride,1,70,7,9,1497,2126,4534,No,67378,156475,336890,7,18,47742,3,19,14,9,7,1,3,Yes
2916,32,Married,Female,3,Technical Degree,3,9,Let it Ride,1,38,1,5,1608,1407,4894,No,40807,81614,81614,6,11,78904,6,2,12,3,5,3,3,Yes
2917,34,Married,Female,2,Technical Degree,4,16,Let it Ride,4,89,6,7,2827,1809,3889,No,48783,140186,243915,1,23,43238,3,23,6,7,9,1,1,Yes
2918,44,Married,Female,3,Technical Degree,3,7,Let it Ride,4,45,8,1,2358,1110,5955,No,76115,148917,380575,3,10,40278,3,22,8,0,9,1,3,Yes
2919,65,Married,Female,3,Technical Degree,1,9,Let it Ride,2,36,2,1,2928,2968,4007,No,42040,42040,42040,6,21,32398,10,1,4,2,7,1,2,Yes
2920,49,Married,Female,2,Technical Degree,1,3,Let it Ride,2,54,6,1,2003,1989,3753,No,55227,110454,110454,0,6,82083,9,2,12,9,2,2,1,Yes
2921,65,Married,Female,4,Technical Degree,2,44,Let it Ride,3,77,7,5,2515,2970,4405,No,45756,167231,228780,1,0,59778,3,11,6,4,3,2,2,Yes
2922,47,Married,Female,3,Technical Degree,4,42,Let it Ride,1,60,8,8,2545,2226,5549,No,77579,162534,387895,0,7,81388,4,14,6,10,9,2,3,Yes
2923,40,Married,Female,3,Technical Degree,4,44,Let it Ride,1,51,3,7,2258,2507,3787,No,79947,170540,239841,2,9,31058,10,3,6,5,3,4,4,Yes
2924,24,Married,Female,4,Technical Degree,4,29,Let it Ride,1,92,2,5,2889,2202,3959,No,61412,162319,307060,1,1,79045,9,25,4,10,8,2,2,Yes
2925,57,Married,Female,2,Technical Degree,1,10,Let it Ride,4,58,7,10,1853,1849,3992,No,58678,145251,293390,5,8,26797,10,19,2,0,7,1,1,Yes
2926,62,Married,Female,3,Technical Degree,5,16,Let it Ride,3,62,10,7,1864,2713,4126,No,43106,138399,215530,5,16,59190,4,26,13,4,0,1,3,Yes
2927,27,Married,Female,2,Technical Degree,3,43,Let it Ride,4,50,2,6,2122,2844,4972,No,52076,142407,260380,6,0,83433,4,22,10,5,5,4,4,Yes
2928,42,Married,Female,3,Technical Degree,2,27,Let it Ride,2,41,9,7,2354,2064,3276,No,62491,151925,312455,2,3,43545,8,22,15,1,4,4,2,Yes
2929,51,Married,Female,3,Technical Degree,1,32,Let it Ride,2,41,5,4,2162,1937,3974,No,50187,163942,250935,6,0,76862,3,11,13,1,8,2,3,Yes
2930,50,Married,Female,2,Technical Degree,2,29,Let it Ride,4,51,6,10,2840,2291,4445,No,70978,141956,141956,0,23,49509,7,2,5,7,4,4,1,Yes
2931,42,Married,Female,3,Technical Degree,1,48,Let it Ride,1,25,5,6,2786,1937,3724,No,43622,162231,218110,0,13,28292,7,19,13,10,4,1,1,Yes
2932,57,Married,Female,2,Technical Degree,4,14,Let it Ride,1,92,6,9,2235,1006,5317,No,49686,154771,248430,2,23,60986,5,22,14,0,4,1,2,Yes
2933,28,Married,Female,4,Technical Degree,4,23,Let it Ride,3,45,10,1,1613,2382,5217,No,41304,155302,206520,1,5,70008,7,23,14,6,7,2,2,Yes
2934,44,Married,Female,4,Technical Degree,2,41,Let it Ride,2,92,4,4,1665,1892,5493,No,51106,102212,102212,5,4,62830,9,2,15,2,1,4,4,Yes
2935,49,Married,Female,4,Technical Degree,1,3,Let it Ride,4,63,7,5,1226,2602,3641,No,62774,125548,125548,3,12,61042,5,2,1,10,2,1,2,Yes
2936,48,Married,Female,3,Technical Degree,1,18,Let it Ride,4,53,4,9,1457,2315,5774,No,46271,145405,231355,5,9,45741,5,19,7,7,9,4,3,Yes
2937,65,Married,Female,4,Technical Degree,5,17,Let it Ride,2,60,1,4,1531,2058,3590,No,75835,154334,379175,2,2,72054,10,21,4,9,3,2,4,Yes
2938,28,Married,Female,1,Technical Degree,1,15,Let it Ride,3,71,2,7,2258,1835,3486,No,43991,167251,219955,4,11,30453,2,6,0,5,4,2,4,Yes
2939,56,Married,Female,4,Technical Degree,4,47,Let it Ride,4,27,4,6,2220,1265,3944,No,69895,153132,349475,4,6,77340,5,12,8,8,8,1,2,Yes
2940,59,Married,Female,4,Technical Degree,5,7,Let it Ride,1,47,8,4,1819,1877,4718,No,52952,138267,264760,1,8,27078,3,22,8,0,5,1,1,Yes
2941,26,Married,Female,2,Technical Degree,1,27,Let it Ride,4,30,8,5,2501,1802,5752,No,73488,146976,146976,1,11,80915,4,2,5,0,3,4,1,Yes
2942,64,Married,Female,3,Technical Degree,3,27,Let it Ride,3,37,1,10,2035,2381,3506,No,64736,151734,323680,1,0,78687,4,26,5,8,1,3,1,Yes
2943,55,Married,Female,2,Technical Degree,1,20,Let it Ride,3,38,3,8,1270,1750,3401,No,66191,164719,330955,4,3,32971,7,21,6,4,1,4,4,Yes
2944,29,Married,Female,4,Technical Degree,3,27,Let it Ride,4,75,9,0,2375,1036,3575,No,64533,167788,322665,5,5,42570,8,17,8,8,2,4,3,Yes
2945,33,Married,Female,2,Technical Degree,4,22,Let it Ride,2,39,4,9,2291,2393,5317,No,62344,154640,249376,2,2,34350,7,4,3,3,7,4,4,Yes
2946,26,Married,Female,3,Technical Degree,1,45,Let it Ride,1,90,1,3,2911,1661,4615,No,48918,142483,146754,5,5,32237,4,3,15,8,4,3,3,Yes
2947,35,Married,Female,2,Technical Degree,2,7,Let it Ride,2,51,6,7,2107,2982,6172,No,79383,151441,396915,5,15,44433,6,11,1,0,5,1,1,Yes
2948,57,Married,Female,1,Technical Degree,4,22,Let it Ride,2,91,2,0,1532,1782,5112,No,63612,160907,318060,2,10,34396,5,8,8,7,8,4,2,Yes
2949,32,Married,Female,2,Technical Degree,5,34,Let it Ride,2,25,6,3,1692,1717,5533,No,58565,164169,292825,5,17,60599,1,19,14,10,1,2,2,Yes
2950,37,Married,Female,2,Technical Degree,4,46,Let it Ride,4,57,5,2,1277,1210,4289,No,75454,166892,377270,2,11,73315,4,22,9,8,1,3,2,Yes
2951,46,Married,Female,2,Technical Degree,3,36,Let it Ride,3,97,5,4,1703,1854,3790,No,77930,155639,389650,0,24,62662,3,20,7,6,3,3,2,Yes
2952,60,Married,Female,1,Technical Degree,1,15,Let it Ride,2,28,2,0,2925,1271,5763,No,46030,162743,230150,7,14,27465,5,21,10,5,0,1,1,Yes
2953,39,Married,Female,2,Technical Degree,5,45,Let it Ride,1,50,3,1,2188,1620,4890,No,73183,162131,365915,7,21,32242,6,10,6,10,1,3,3,Yes
2954,23,Married,Female,3,Technical Degree,2,11,Let it Ride,3,50,4,7,2509,2882,3740,No,45894,168351,229470,1,5,58102,4,10,2,7,7,1,3,Yes
2955,24,Married,Female,1,Technical Degree,2,14,Let it Ride,1,100,8,10,1876,2909,4854,No,44899,150463,224495,3,0,44279,1,17,6,8,8,1,2,Yes
2956,48,Married,Female,1,Technical Degree,5,18,Let it Ride,4,69,1,3,1405,2586,4849,No,55216,153537,276080,3,9,49150,5,9,3,0,8,1,1,Yes
2957,36,Married,Female,3,Technical Degree,3,38,Let it Ride,3,27,7,4,1365,2042,3485,No,77414,162092,387070,3,9,74168,5,15,5,1,10,2,1,Yes
2958,45,Married,Female,3,Technical Degree,2,27,Let it Ride,3,37,3,5,1362,1018,3656,No,59217,140886,296085,7,7,83917,6,16,2,5,8,1,3,Yes
2959,44,Married,Female,4,Technical Degree,1,17,Let it Ride,4,91,4,0,1972,2813,4810,No,40498,149564,121494,0,25,80472,10,3,11,5,3,2,3,Yes
2960,37,Married,Female,2,Technical Degree,1,28,Let it Ride,2,70,4,8,2936,2893,3633,No,77481,139298,387405,4,16,69758,1,7,8,10,4,2,2,Yes
2961,42,Married,Female,3,Technical Degree,4,37,Let it Ride,1,53,4,10,1411,2553,5731,No,68621,158126,343105,5,25,70270,8,11,13,9,10,4,4,Yes
2962,46,Married,Female,4,Technical Degree,4,19,Let it Ride,4,46,5,6,1813,1735,4034,No,57518,57518,57518,1,18,32569,1,1,13,4,4,1,2,Yes
2963,27,Married,Female,1,Technical Degree,4,34,Let it Ride,2,46,3,1,2859,2329,4557,No,76727,158489,383635,3,2,80484,9,23,12,7,2,1,1,Yes
2964,40,Married,Female,3,Technical Degree,2,49,Let it Ride,3,97,3,5,1680,2553,4399,No,55961,160669,279805,4,17,69841,9,15,15,10,5,2,4,Yes
2965,52,Married,Female,3,Technical Degree,3,35,Let it Ride,3,43,6,3,1193,1837,3745,No,76521,165421,382605,7,23,83597,8,12,2,8,9,2,2,Yes
2966,24,Married,Female,3,Technical Degree,3,34,Let it Ride,3,55,5,5,2502,2897,5130,No,42126,156256,210630,7,4,44333,8,21,6,0,2,2,3,Yes
2967,24,Married,Female,4,Technical Degree,2,21,Let it Ride,1,37,10,5,1649,1893,5061,No,48453,170403,242265,0,14,73527,3,25,1,6,0,2,2,Yes
2968,30,Married,Female,4,Technical Degree,4,44,Let it Ride,2,43,9,4,1533,1629,4441,No,72047,165681,360235,2,21,82766,8,24,5,10,10,2,3,Yes
2969,46,Married,Female,4,Technical Degree,1,44,Let it Ride,4,47,7,2,2220,1529,3658,No,45939,45939,45939,4,17,29754,6,1,9,2,5,2,3,Yes
2970,28,Married,Female,2,Technical Degree,3,15,Let it Ride,2,70,2,2,1987,1451,3780,No,59336,138825,296680,0,18,39085,7,12,9,0,9,2,3,Yes
2971,40,Married,Female,2,Technical Degree,2,6,Let it Ride,1,50,1,9,1873,1264,4794,No,61300,169248,306500,0,23,83164,8,20,11,7,8,1,3,Yes
2972,61,Married,Female,1,Technical Degree,5,31,Let it Ride,1,60,1,4,1303,1423,4593,No,50568,154734,252840,7,10,50553,2,5,0,5,1,1,1,Yes
2973,47,Married,Female,4,Technical Degree,2,39,Let it Ride,2,73,9,10,1317,2573,5510,No,51220,165594,256100,2,21,56163,2,18,9,5,6,1,2,Yes
2974,60,Married,Female,3,Technical Degree,5,24,Let it Ride,1,40,8,10,2653,2183,4990,No,68363,157084,341815,2,18,82099,5,21,5,6,10,3,4,Yes
2975,33,Married,Female,3,Technical Degree,3,44,Let it Ride,2,67,3,0,1954,2510,3368,No,72708,167679,363540,3,16,33764,1,23,2,4,7,3,4,Yes
2976,60,Married,Female,1,Technical Degree,4,31,Let it Ride,1,80,9,7,1094,1054,6128,No,61551,151297,246204,5,24,69814,1,4,2,9,4,1,4,Yes
2977,24,Married,Female,3,Technical Degree,5,10,Let it Ride,3,35,9,4,1081,1222,4188,No,63946,150455,319730,3,11,34059,1,17,8,5,5,3,4,Yes
2978,63,Married,Female,2,Technical Degree,3,26,Let it Ride,1,49,5,3,1465,2647,5162,No,71095,152960,355475,5,12,66575,3,21,14,8,4,4,4,Yes
2979,29,Married,Female,4,Technical Degree,1,11,Let it Ride,1,48,8,4,2527,1463,4326,No,72249,170790,361245,2,21,67891,7,26,10,9,0,4,4,Yes
2980,36,Married,Female,4,Technical Degree,5,49,Let it Ride,4,55,10,10,2889,1568,5641,No,63678,142018,191034,1,9,51590,7,3,7,0,9,4,1,Yes
2981,47,Married,Female,1,Technical Degree,3,6,Let it Ride,1,82,10,6,2626,1234,3285,No,69973,166164,349865,0,0,77716,8,18,15,8,2,3,4,Yes
2982,65,Married,Female,4,Technical Degree,2,2,Let it Ride,3,46,2,7,1398,2282,3574,No,60698,153613,303490,7,24,81179,8,18,4,6,3,3,3,Yes
2983,24,Married,Female,3,Technical Degree,3,35,Let it Ride,2,37,9,4,2300,2799,3252,No,60974,165420,304870,4,6,48227,2,12,1,6,2,4,1,Yes
2984,32,Married,Female,3,Technical Degree,3,33,Let it Ride,2,90,9,4,2890,1475,6050,No,50815,155028,254075,3,26,74686,10,24,5,7,3,3,2,Yes
2985,57,Married,Female,2,Technical Degree,1,21,Let it Ride,3,30,1,2,2034,1937,4238,No,66425,146501,332125,7,12,37186,3,19,10,3,2,2,1,Yes
2986,59,Married,Female,1,Technical Degree,5,13,Let it Ride,2,43,10,7,2141,2436,4995,No,61663,159017,308315,5,15,54849,5,24,4,9,7,4,2,Yes
2987,48,Married,Female,4,Technical Degree,3,48,Let it Ride,1,83,4,6,2304,2100,5121,No,70437,140874,140874,1,24,49654,5,2,4,7,7,4,4,Yes
2988,25,Married,Female,1,Technical Degree,1,18,Let it Ride,3,92,10,8,2513,2548,3384,No,44402,166077,222010,6,9,54439,7,10,8,0,10,3,2,Yes
2989,61,Married,Female,2,Technical Degree,2,9,Let it Ride,2,97,5,4,1772,1447,6120,No,60240,149658,301200,1,8,69749,10,5,11,5,0,4,4,Yes
2990,30,Married,Female,4,Technical Degree,2,47,Let it Ride,2,41,2,4,1146,1325,3201,No,76634,153268,153268,4,18,51416,7,2,3,2,0,3,4,Yes
2991,65,Married,Female,2,Technical Degree,4,16,Let it Ride,3,98,3,4,2816,2095,5570,No,54736,148892,273680,1,9,67641,1,8,1,3,6,4,2,Yes
2992,26,Married,Female,2,Technical Degree,3,25,Let it Ride,2,28,2,9,1883,1965,5507,No,74949,148983,374745,3,25,32462,2,12,1,3,6,1,2,Yes
2993,59,Married,Female,1,Technical Degree,3,35,Let it Ride,3,69,8,3,1695,1599,4569,No,72771,160217,363855,5,2,71358,2,24,9,0,5,4,3,Yes
2994,25,Married,Female,4,Technical Degree,5,33,Let it Ride,1,94,10,10,2777,1054,3174,No,62301,145788,311505,5,0,53647,9,21,8,2,1,4,2,Yes
2995,36,Married,Female,4,Technical Degree,2,21,Let it Ride,1,67,9,3,1012,2630,4139,No,74644,166554,373220,0,15,62471,4,21,9,5,5,1,1,Yes
2996,57,Married,Female,4,Technical Degree,3,15,Let it Ride,1,38,1,4,2621,1623,4915,No,65640,147074,328200,4,11,32034,8,9,5,10,5,4,2,Yes
2997,31,Married,Female,4,Technical Degree,2,13,Let it Ride,3,28,1,5,1707,2173,3283,No,61641,168124,308205,5,26,39405,8,25,7,3,6,1,3,Yes
2998,53,Married,Female,1,Technical Degree,2,23,Let it Ride,4,32,9,5,1145,2300,4677,No,67033,147402,335165,2,9,28132,5,22,8,5,7,3,3,Yes
2999,50,Married,Female,4,Technical Degree,2,49,Let it Ride,1,96,1,4,1630,2142,4921,No,60512,145344,302560,7,26,76728,5,11,15,0,7,1,2,Yes
3000,44,Married,Female,4,Technical Degree,3,29,Let it Ride,4,36,8,8,1951,1416,3562,No,53445,153619,267225,0,0,56326,4,19,12,9,9,4,3,Yes
3001,34,Married,Female,4,Technical Degree,4,6,Let it Ride,3,25,4,2,1013,1739,3411,No,59917,119834,119834,4,24,62954,7,2,8,7,7,1,3,Yes
3002,24,Married,Female,3,Technical Degree,4,48,Let it Ride,3,94,1,3,2626,1644,4151,No,73640,165116,368200,5,10,74952,2,10,7,9,10,1,2,Yes
3003,60,Married,Female,3,Technical Degree,4,32,Let it Ride,3,31,8,4,2292,2446,5558,No,40727,167483,203635,1,21,83580,10,13,14,4,7,3,2,Yes
3004,54,Married,Female,3,Technical Degree,5,5,Let it Ride,3,37,6,6,1339,2174,5604,No,77274,156993,386370,1,8,59126,5,7,5,3,9,1,3,Yes
3005,28,Married,Female,3,Technical Degree,1,33,Let it Ride,2,60,6,4,2166,1488,3726,No,47897,144122,239485,0,2,40308,1,21,15,8,5,2,1,Yes
3006,23,Married,Female,2,Technical Degree,5,43,Let it Ride,1,97,9,5,1639,2495,5916,No,64560,157281,322800,6,14,77278,7,20,12,9,7,3,2,Yes
3007,62,Married,Female,3,Technical Degree,2,47,Let it Ride,1,30,7,6,2732,2600,4189,No,60031,140476,300155,6,26,82478,1,25,4,8,7,2,2,Yes
3008,58,Married,Female,1,Technical Degree,4,6,Let it Ride,3,87,2,2,2854,2803,5298,No,55321,150753,276605,0,18,56934,8,18,0,2,8,1,2,Yes
3009,54,Married,Female,1,Technical Degree,2,44,Let it Ride,1,74,9,6,2721,2649,3622,No,48940,163891,244700,0,15,53278,2,25,12,7,8,4,4,Yes
3010,26,Married,Female,2,Technical Degree,5,41,Let it Ride,4,83,6,5,2999,1691,3446,No,53872,161163,269360,5,10,27296,4,7,13,1,8,4,4,Yes
3011,24,Married,Female,3,Technical Degree,1,20,Let it Ride,4,35,5,5,2612,2336,4224,No,42075,148774,210375,1,18,62348,5,19,13,3,4,2,3,Yes
3012,25,Married,Female,4,Technical Degree,4,11,Let it Ride,2,76,3,2,1693,2602,4738,No,62818,154348,314090,7,9,45955,3,23,8,1,7,4,2,Yes
3013,34,Married,Female,3,Technical Degree,4,7,Let it Ride,3,88,4,6,1325,2991,3431,No,60138,162797,300690,0,8,76670,1,19,1,1,6,4,3,Yes
3014,31,Married,Female,2,Technical Degree,3,13,Let it Ride,2,81,3,9,2089,1822,5143,No,57834,157849,289170,0,13,53200,4,15,13,0,4,3,3,Yes
3015,48,Married,Female,3,Technical Degree,3,45,Let it Ride,3,74,2,6,2237,1925,4763,No,49770,166392,248850,5,4,53630,4,26,9,2,5,4,1,Yes
3016,41,Married,Female,4,Technical Degree,2,45,Let it Ride,2,89,8,8,1730,1946,4339,No,78774,157548,157548,3,25,47092,7,2,7,7,8,2,2,Yes
3017,26,Married,Female,3,Technical Degree,2,15,Let it Ride,4,25,8,6,2077,2270,5640,No,47856,138207,239280,2,14,56379,9,20,3,9,2,2,2,Yes
3018,45,Married,Female,1,Technical Degree,1,18,Let it Ride,1,83,9,7,2987,1281,6239,No,60254,158882,301270,0,16,55722,8,11,13,1,4,2,1,Yes
3019,27,Married,Female,3,Technical Degree,1,7,Let it Ride,2,48,5,0,1223,1912,3175,No,45657,145847,228285,1,12,81931,6,15,6,1,4,1,1,Yes
3020,64,Married,Female,2,Technical Degree,1,34,Let it Ride,3,28,3,8,1544,1695,5364,No,58743,145595,293715,0,15,53431,2,16,0,1,7,3,2,Yes
3021,45,Married,Female,1,Technical Degree,1,33,Let it Ride,1,85,4,3,1941,2922,5952,No,47693,167591,238465,3,14,77867,9,21,6,0,4,4,4,Yes
3022,48,Married,Female,3,Technical Degree,4,6,Let it Ride,2,53,2,4,1520,2314,4588,No,41088,159218,205440,2,24,37338,7,12,14,5,9,3,4,Yes
3023,27,Married,Female,4,Technical Degree,2,10,Let it Ride,4,97,2,2,1927,2522,4150,No,52738,146024,263690,2,3,60973,10,24,6,1,2,2,3,Yes
3024,43,Married,Female,4,Technical Degree,4,43,Let it Ride,2,60,8,8,2341,1902,3579,No,42561,153872,212805,6,24,27111,10,25,4,8,1,2,3,Yes
3025,41,Married,Female,4,Technical Degree,1,32,Let it Ride,3,54,7,6,2527,1820,3746,No,56112,150666,280560,3,13,64839,3,5,14,9,1,3,2,Yes
3026,38,Married,Female,3,Technical Degree,5,34,Let it Ride,4,38,1,10,2873,2590,5867,No,69525,69525,69525,4,12,50522,10,1,10,9,8,3,3,Yes
3027,37,Married,Female,3,Technical Degree,2,25,Let it Ride,2,63,8,1,2965,2497,3657,No,63020,145489,315100,4,1,52416,3,19,11,3,6,4,3,Yes
3028,56,Married,Female,2,Technical Degree,3,31,Let it Ride,1,58,6,0,1914,1035,5935,No,54477,160890,272385,5,12,68574,9,12,11,9,3,3,3,Yes
3029,25,Married,Female,3,Technical Degree,3,28,Let it Ride,1,85,5,0,1180,2223,3878,No,71788,148562,358940,2,7,42294,2,15,13,2,8,4,3,Yes
3030,29,Married,Female,4,Technical Degree,5,39,Let it Ride,2,42,7,8,2831,2542,5164,No,62686,166204,313430,4,4,59083,7,11,4,6,7,1,1,Yes
3031,56,Married,Female,2,Technical Degree,3,47,Let it Ride,1,85,9,1,2376,2782,3991,No,56641,144218,283205,0,12,71513,10,13,3,4,7,4,4,Yes
3032,24,Married,Female,4,Technical Degree,5,37,Let it Ride,1,67,6,0,2366,1916,5301,No,55986,149819,279930,2,15,79527,2,21,2,8,4,2,3,Yes
3033,46,Married,Female,2,Technical Degree,1,9,Let it Ride,2,68,7,8,1188,1631,3846,No,75013,166334,375065,5,13,29369,3,26,7,6,2,2,3,Yes
3034,48,Married,Female,4,Technical Degree,5,43,Let it Ride,3,25,10,7,2778,2183,4792,No,69239,156878,346195,0,23,81623,9,23,0,10,1,1,2,Yes
3035,51,Married,Female,2,Technical Degree,3,35,Let it Ride,1,55,4,5,1111,2194,4214,No,43121,162658,215605,5,1,45295,9,19,7,2,10,3,4,Yes
3036,35,Married,Female,2,Technical Degree,2,4,Let it Ride,2,80,2,8,2902,1618,5641,No,51804,168781,259020,3,11,72281,5,14,8,8,0,1,3,Yes
3037,28,Married,Female,2,Technical Degree,4,9,Let it Ride,1,46,10,10,2251,1777,5834,No,66822,170058,334110,5,22,31620,1,18,7,10,8,4,3,Yes
