# OF EMPLOYEES,Age,MaritalStatus,Gender,Education,EducationField,RelationshipSatisfaction,DistanceFromHome,Games,Performance Ranking,Attendance (%),Errors per shift,TrainingTimesLastYear,Hours Worked TTM,Hours Worked  3 YR,Hours Worked 5 YR,OverTime,TTM Revenue,3 YR Revenue,5 YR Revenue,NumCompaniesWorked,TotalWorkingYears,Annual Salary,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition,Risk,Profit,riskNorm,profitNorm,R-Score
2316,60,Divorced,Male,2,Technical Degree,3,34,Black Jack,3,92,4,2,2327,1555,4828,No,99254,268889,496270,6,1,82621,3,10,1,8,5,3,2,No,0.27313571,16633,0.27336921,0.135904957,0.037152231
2317,49,Divorced,Male,2,Technical Degree,1,33,Black Jack,4,45,2,6,1915,1574,4187,No,104587,344234,522935,3,11,27069,2,9,9,7,6,3,2,No,0.694388924,77518,0.694982548,0.633384265,0.44019101
2318,47,Divorced,Male,3,Technical Degree,1,2,Black Jack,2,43,3,4,2245,2713,5736,No,125018,336500,625090,1,25,55358,3,25,5,4,6,3,1,No,0.734660815,69660,0.735288868,0.569178099,0.41851032
2319,39,Divorced,Male,1,Technical Degree,5,36,Black Jack,1,27,7,7,1604,1099,4091,No,110868,229562,554340,4,3,69905,6,16,10,10,6,3,1,No,0.011629872,40963,0.011639814,0.334700581,0.003895852
2320,46,Divorced,Male,3,Technical Degree,1,43,Black Jack,4,68,9,0,1728,2999,3553,No,134986,296393,674930,0,6,40915,9,25,14,8,9,2,1,No,0.766079189,94071,0.766734101,0.768635558,0.589339093
2321,64,Divorced,Male,1,Technical Degree,2,36,Black Jack,4,72,7,10,2447,1951,5775,No,138792,286198,693960,6,9,39020,4,11,4,6,5,1,4,No,0.195784651,99772,0.195952025,0.815217302,0.159743481
2322,24,Divorced,Male,3,Technical Degree,5,41,Black Jack,1,100,3,0,2245,1641,4125,No,114346,323606,571730,6,10,73008,5,18,1,6,6,2,3,No,0.616587784,41338,0.617114897,0.337764632,0.208439586
2323,52,Divorced,Male,4,Technical Degree,5,48,Black Jack,2,85,10,4,1124,2205,4663,No,98884,217497,494420,0,19,78228,3,25,0,7,10,2,3,No,0.960564874,20656,0.96138605,0.168776096,0.162258984
2324,38,Divorced,Male,2,Technical Degree,3,26,Black Jack,1,57,9,7,2233,1751,4675,No,123366,315216,616830,2,2,83893,4,12,11,0,6,3,4,No,0.410319088,39473,0.410669865,0.322526085,0.132451744
2325,46,Divorced,Male,3,Technical Degree,2,31,Black Jack,3,93,1,6,2611,2540,3390,No,110462,309284,552310,1,3,36783,6,6,12,7,5,1,4,No,0.368577225,73679,0.368892318,0.602016554,0.222079282
2326,57,Divorced,Male,2,Technical Degree,4,18,Black Jack,2,39,4,5,1474,2047,5355,No,107178,342826,535890,7,24,44188,5,6,9,9,5,4,4,No,0.672266986,62990,0.672841699,0.514678847,0.34629739
2327,40,Divorced,Male,2,Technical Degree,5,19,Black Jack,2,26,5,2,1733,2576,3147,No,85893,276256,429465,1,0,37033,5,18,10,0,4,2,2,No,0.763992043,48860,0.764645171,0.399225408,0.30526578
2328,46,Divorced,Male,1,Technical Degree,5,35,Black Jack,2,66,8,8,1333,2079,4686,No,112359,214114,561795,7,24,76681,3,13,11,10,8,4,3,No,0.859223606,35678,0.859958146,0.29151789,0.250693184
2329,27,Divorced,Male,3,Technical Degree,1,21,Black Jack,1,29,3,7,1705,1784,4536,No,84374,308701,421870,6,11,67806,6,15,6,10,3,4,3,No,0.436378631,16568,0.436751686,0.135373855,0.059124759
2330,58,Divorced,Male,1,Technical Degree,5,47,Black Jack,1,60,4,3,2847,2757,5734,No,117882,220177,589410,1,9,78085,10,10,5,5,0,3,4,No,0.996851336,39797,0.997703532,0.325173425,0.324426675
2331,48,Divorced,Male,4,Technical Degree,5,43,Black Jack,3,92,2,0,1183,2342,4065,No,149119,273015,745595,1,24,66094,10,10,5,4,1,4,1,No,0.601805224,83025,0.6023197,0.678380874,0.408602165
2332,58,Divorced,Male,4,Technical Degree,4,47,Black Jack,3,39,4,10,2943,2194,5073,No,81005,246500,405025,6,3,46357,4,25,7,5,7,2,2,No,0.418737582,34648,0.419095556,0.283101963,0.118646775
2333,51,Divorced,Male,2,Technical Degree,1,30,Black Jack,2,45,8,1,2060,2352,3153,No,86277,86277,86277,4,12,44484,5,1,14,1,9,1,1,No,0.509598781,41793,0.51003443,0.341482347,0.174167754
2334,64,Divorced,Male,3,Technical Degree,1,14,Black Jack,2,86,2,5,2566,2557,3482,No,141859,244317,709295,1,3,39400,1,10,10,8,6,4,4,No,0.147026431,102459,0.147152122,0.837172249,0.123191673
2335,64,Divorced,Male,3,Technical Degree,3,38,Black Jack,1,72,3,5,1414,1732,3594,No,105696,105696,105696,4,7,76317,3,1,12,1,10,1,3,No,0.414409418,29379,0.414763692,0.240050005,0.099564026
2336,29,Divorced,Male,2,Technical Degree,4,20,Black Jack,1,63,2,6,2482,2558,3435,No,82693,229559,413465,1,14,73268,4,22,12,7,3,1,3,No,0.540384503,9425,0.540846472,0.077009813,0.041650486
2337,59,Divorced,Male,4,Technical Degree,2,41,Black Jack,3,45,6,9,1726,2929,3251,No,136837,301913,684185,1,4,49568,2,26,1,5,0,4,3,No,0.393416617,87269,0.393752944,0.713057759,0.280768592
2338,46,Divorced,Male,1,Technical Degree,5,35,Black Jack,3,76,8,10,1186,2923,5148,No,126555,254789,632775,4,5,52282,5,24,12,5,1,2,1,No,0.093890932,74273,0.093971199,0.606870011,0.057028302
2339,56,Divorced,Male,4,Technical Degree,4,22,Black Jack,4,72,10,6,1910,2758,5262,No,147564,346071,737820,4,9,72573,5,23,12,8,1,4,1,No,0.634124788,74991,0.634666894,0.612736647,0.388883664
2340,41,Divorced,Male,3,Technical Degree,1,20,Black Jack,4,77,5,4,1526,1279,3744,No,139854,318378,699270,2,12,68359,9,19,2,9,7,1,1,No,0.249983105,71495,0.250196813,0.584171521,0.146157853
2341,33,Divorced,Male,3,Technical Degree,2,8,Black Jack,4,37,8,3,1628,1802,5632,No,129806,345415,649030,5,4,67213,10,6,12,1,9,3,2,No,0.084593004,62593,0.084665322,0.511435038,0.043300812
2342,49,Divorced,Male,1,Technical Degree,1,27,Black Jack,4,25,9,4,1754,1803,4517,No,142144,205270,710720,0,12,72553,1,10,7,3,1,4,2,No,0.292710849,69591,0.292961084,0.568614314,0.166581865
2343,28,Divorced,Male,3,Technical Degree,5,23,Black Jack,3,66,6,9,2773,2851,5876,No,114864,258283,574320,7,6,58969,3,8,15,6,10,1,3,No,0.812866384,55895,0.813561294,0.456707003,0.37155914
2344,50,Divorced,Male,4,Technical Degree,4,17,Black Jack,2,43,1,0,1351,2433,5545,No,107111,286672,535555,2,4,63686,4,19,6,9,9,3,1,No,0.775092981,43425,0.775755599,0.354817097,0.275251349
2345,51,Divorced,Male,4,Technical Degree,3,28,Black Jack,3,28,6,3,2414,1198,4874,No,120447,285898,602235,2,12,59710,6,23,11,4,8,1,1,No,0.155182853,60737,0.155315517,0.496270029,0.077078436
2346,25,Divorced,Male,4,Technical Degree,4,26,Black Jack,2,84,1,4,1768,1409,5001,No,100912,265494,504560,5,16,50496,3,13,9,0,5,2,3,No,0.452026021,50416,0.452412452,0.411939177,0.186366413
2347,56,Divorced,Male,4,Technical Degree,1,5,Black Jack,3,58,3,4,1256,2613,5811,No,103884,320095,519420,7,19,46994,3,15,2,5,8,3,4,No,0.784154947,56890,0.784825312,0.464836952,0.364815806
2348,44,Divorced,Male,4,Technical Degree,1,27,Black Jack,1,78,10,0,2290,2954,3981,No,92345,262325,461725,1,7,42453,1,16,4,5,7,1,4,No,0.938314434,49892,0.939116588,0.407657676,0.382838086
2349,51,Divorced,Male,4,Technical Degree,5,6,Black Jack,4,86,10,9,2592,1269,3458,No,119761,286662,598805,4,22,28235,1,18,1,8,8,3,1,No,0.213715282,91526,0.213897985,0.747840865,0.159961654
2350,33,Divorced,Male,2,Technical Degree,3,12,Black Jack,4,75,6,2,2096,1536,3962,No,111985,320360,559925,2,21,31861,6,24,12,5,6,4,2,No,0.085701545,80124,0.08577481,0.654677376,0.056154828
2351,25,Divorced,Male,2,Technical Degree,3,34,Black Jack,3,29,2,2,2580,2597,3321,No,134349,287552,671745,6,15,62293,1,9,9,1,9,2,1,No,0.812520581,72056,0.813215196,0.588755342,0.47878479
2352,36,Divorced,Male,1,Technical Degree,1,16,Black Jack,4,36,5,1,1761,1375,5111,No,123239,246478,246478,2,8,75640,5,2,15,3,4,2,3,No,0.031943071,47599,0.031970379,0.388922026,0.012433985
2353,23,Divorced,Male,1,Technical Degree,3,20,Black Jack,1,36,2,9,2817,2450,3430,No,86452,255704,259356,7,14,57764,2,3,0,5,4,4,1,No,0.257342319,28688,0.257562318,0.234403981,0.060373633
2354,45,Divorced,Male,2,Technical Degree,5,13,Black Jack,3,61,9,7,1046,2081,5015,No,137292,300841,686460,4,6,68308,7,11,8,6,1,3,3,No,0.966783607,68984,0.967610099,0.563654637,0.545397919
2355,40,Divorced,Male,1,Technical Degree,3,42,Black Jack,2,94,3,9,2011,2999,3447,No,132802,200431,664010,5,19,44720,3,7,12,1,7,4,3,No,0.398517401,88082,0.398858089,0.719700622,0.287058415
2356,35,Divorced,Male,3,Technical Degree,1,44,Black Jack,2,44,8,7,1972,2138,4037,No,137738,237370,688690,6,26,77437,6,15,12,5,3,4,3,No,0.631091477,60301,0.631630989,0.492707559,0.311209363
2357,61,Divorced,Male,1,Technical Degree,5,4,Black Jack,3,47,1,9,1886,1442,5258,No,147364,258009,736820,7,1,60104,10,11,12,6,10,2,4,No,0.56179886,87260,0.562279135,0.712984222,0.400896152
2358,51,Divorced,Male,2,Technical Degree,2,20,Black Jack,2,33,3,4,1462,2722,3310,No,137236,292457,686180,3,14,53866,8,9,9,9,9,1,4,No,0.232013926,83370,0.232212272,0.681199801,0.158182953
2359,31,Divorced,Male,1,Technical Degree,4,7,Black Jack,3,70,3,1,1502,2291,6199,No,101349,279539,405396,6,11,65672,3,4,11,6,4,3,2,No,0.882255722,35677,0.883009952,0.291509719,0.257405983
2360,63,Divorced,Male,2,Technical Degree,1,50,Black Jack,1,78,6,2,2524,1412,5593,No,136266,256268,681330,2,25,46617,2,20,13,5,8,2,1,No,0.850159511,89649,0.850886302,0.732504269,0.623277849
2361,30,Divorced,Male,2,Technical Degree,2,1,Black Jack,4,67,9,2,1981,2864,4041,No,115993,211584,579965,1,9,74066,1,18,2,9,7,2,3,No,0.702472914,41927,0.70307345,0.342577235,0.240856958
2362,43,Divorced,Male,1,Technical Degree,2,49,Black Jack,1,49,9,2,1347,2414,5827,No,105943,326225,529715,4,9,73650,7,16,11,9,5,2,1,No,0.87103554,32293,0.871780178,0.263859724,0.230027677
2363,38,Divorced,Male,1,Technical Degree,4,26,Black Jack,1,74,5,1,2969,2011,4830,No,91622,206740,458110,0,6,67421,5,6,13,1,5,3,4,No,0.936190827,24201,0.936991165,0.19774159,0.185282123
2364,41,Divorced,Male,3,Technical Degree,4,41,Black Jack,1,76,4,3,2949,1171,5721,No,107129,280678,535645,4,2,69081,7,22,14,6,3,1,2,No,0.226286977,38048,0.226480427,0.310882692,0.070408845
2365,61,Divorced,Male,2,Technical Degree,4,42,Black Jack,2,62,4,10,2060,2949,4484,No,121885,288964,609425,5,6,52090,2,20,8,4,3,3,3,No,0.368841885,69795,0.369157203,0.570281157,0.210523397
2366,53,Divorced,Male,1,Technical Degree,1,1,Black Jack,1,50,7,9,2233,1931,6129,No,86819,250567,434095,4,23,74887,3,8,15,0,7,1,1,No,0.127155054,11932,0.127263758,0.097494015,0.012407455
2367,23,Divorced,Male,3,Technical Degree,5,25,Black Jack,1,54,6,10,1266,2281,4435,No,141225,282450,282450,7,12,74839,8,2,6,6,2,1,1,No,0.5045171,66386,0.504948406,0.542426892,0.273897594
2368,28,Divorced,Male,1,Technical Degree,4,47,Black Jack,4,84,3,2,2620,1738,4195,No,113348,251887,566740,7,21,69112,5,5,1,2,6,4,1,No,0.20677536,44236,0.206952129,0.361443617,0.074801526
2369,46,Divorced,Male,2,Technical Degree,2,36,Black Jack,4,73,8,8,1877,1971,4689,No,98032,321081,490160,5,12,58657,5,15,5,0,3,2,4,No,0.969974294,39375,0.970803514,0.321725347,0.312332097
2370,62,Divorced,Male,3,Technical Degree,5,30,Black Jack,1,47,7,6,1209,2509,3511,No,99985,252711,499925,5,11,26446,2,25,6,5,0,2,3,No,0.781777542,73539,0.782445874,0.600872642,0.47015032
2371,29,Divorced,Male,1,Technical Degree,3,18,Black Jack,2,92,7,9,1620,2209,5164,No,133265,219263,666325,5,14,82689,6,16,10,0,9,4,1,No,0.088168517,50576,0.088243891,0.413246505,0.03646648
2372,45,Divorced,Male,1,Technical Degree,1,48,Black Jack,4,52,3,1,1832,1886,6102,No,149185,293486,596740,5,2,53816,5,4,5,3,6,3,2,No,0.72128068,95369,0.721897295,0.779241259,0.562532157
2373,60,Divorced,Male,3,Technical Degree,4,5,Black Jack,4,55,1,9,1243,2725,3497,No,116706,215837,583530,0,20,60183,3,10,0,8,7,2,2,No,0.492036062,56523,0.492456697,0.461838267,0.227435348
2374,55,Divorced,Male,4,Technical Degree,3,42,Black Jack,2,73,3,4,1695,2974,3751,No,84097,292917,420485,6,20,34085,1,23,7,2,9,2,3,No,0.139593972,50012,0.139713309,0.408638172,0.057092191
2375,32,Divorced,Male,1,Technical Degree,5,30,Black Jack,2,91,10,6,2204,2038,3890,No,126277,240542,631385,6,5,30592,1,19,12,0,0,2,4,No,0.809422155,95685,0.81011412,0.781823233,0.63336604
2376,36,Divorced,Male,2,Technical Degree,3,49,Black Jack,2,97,7,4,1969,1776,3273,No,125141,313332,625705,5,10,75323,6,8,7,2,7,3,1,No,0.817037769,49818,0.817736245,0.407053037,0.332862022
2377,32,Divorced,Male,4,Technical Degree,3,47,Black Jack,1,72,3,10,2653,1753,4053,No,91566,292885,457830,1,4,74055,3,5,8,10,9,2,1,No,0.107382597,17511,0.107474397,0.143078922,0.015377321
2378,26,Divorced,Male,1,Technical Degree,1,9,Black Jack,2,85,5,10,1115,2559,4705,No,137911,262940,689555,6,2,57075,10,11,10,6,4,3,1,No,0.340465088,80836,0.340756147,0.660494987,0.225067727
2379,36,Divorced,Male,1,Technical Degree,3,6,Black Jack,3,76,5,4,1107,2837,5031,No,130235,303497,651175,5,6,26160,1,10,10,3,8,2,1,No,0.160022702,104075,0.160159504,0.850376265,0.136195841
2380,35,Divorced,Male,4,Technical Degree,4,17,Black Jack,3,56,8,9,2502,1647,5724,No,104216,202666,521080,4,8,34780,3,12,2,3,6,1,2,No,0.894564962,69436,0.895329715,0.567347839,0.507963379
2381,50,Divorced,Male,2,Technical Degree,2,34,Black Jack,3,50,4,8,1895,1153,5362,No,141338,299207,706690,0,15,70507,8,21,3,3,2,1,1,No,0.364132036,70831,0.364443328,0.578746109,0.210920158
2382,57,Divorced,Male,4,Technical Degree,4,9,Black Jack,3,33,10,1,2602,2471,3898,No,144423,344203,722115,0,6,80860,6,17,8,9,0,4,3,No,0.166810691,63563,0.166953295,0.519360716,0.086708983
2383,33,Divorced,Male,4,Technical Degree,1,23,Black Jack,4,87,5,10,2936,2217,4331,No,131207,283464,656035,0,18,82714,2,13,12,2,6,3,4,No,0.451527207,48493,0.451913212,0.396226723,0.179060091
2384,43,Divorced,Male,1,Technical Degree,3,31,Black Jack,1,88,10,5,1388,1829,5368,No,100533,274391,502665,5,26,54876,7,13,9,10,10,1,1,No,0.8132739,45657,0.813969158,0.373054328,0.303654717
2385,31,Divorced,Male,3,Technical Degree,1,21,Black Jack,1,93,6,1,1458,1800,3652,No,105565,293739,527825,4,15,61814,2,24,0,4,5,3,4,No,0.331214802,43751,0.331497954,0.357480778,0.118504146
2386,36,Divorced,Male,2,Technical Degree,2,15,Black Jack,1,89,9,7,2845,1573,4649,No,87241,207225,436205,5,2,75129,7,22,6,10,9,3,3,No,0.04065724,12112,0.040691998,0.098964759,0.004027074
2387,57,Divorced,Male,1,Technical Degree,2,43,Black Jack,2,77,4,6,2084,1708,3709,No,141254,284127,706270,7,3,60881,8,6,2,1,7,1,3,No,0.016249989,80373,0.016263881,0.656711906,0.010680684
2388,46,Divorced,Male,4,Technical Degree,3,2,Black Jack,2,89,3,0,2303,2582,5643,No,101154,226324,505770,7,19,58708,10,11,5,2,3,1,2,No,0.337099819,42446,0.337388001,0.346817881,0.117012192
2389,45,Divorced,Male,2,Technical Degree,4,42,Black Jack,2,82,1,5,1344,1636,4463,No,129891,259782,259782,4,12,78349,4,2,8,10,7,4,3,No,0.593106704,51542,0.593613744,0.4211395,0.249994195
2390,41,Divorced,Male,2,Technical Degree,2,14,Black Jack,3,89,9,0,2199,1903,3223,No,120132,203038,600660,5,14,68632,4,21,9,1,10,2,4,No,0.265744424,51500,0.265971606,0.420796326,0.111919875
2391,53,Divorced,Male,1,Technical Degree,5,27,Black Jack,1,35,1,9,2462,2088,3883,No,129415,290422,647075,5,25,80999,6,14,11,4,0,2,2,No,0.401518033,48416,0.401861286,0.395597572,0.158975349
2392,27,Divorced,Male,1,Technical Degree,1,36,Black Jack,1,93,5,3,1475,2016,6194,No,146598,293196,293196,2,21,73117,5,2,15,0,4,4,1,No,0.988717651,73481,0.989562894,0.600398735,0.59413231
2393,26,Divorced,Male,2,Technical Degree,5,47,Black Jack,1,89,8,5,1168,1447,3624,No,97881,293016,489405,5,13,60197,3,18,1,10,6,4,1,No,0.437767111,37684,0.438141353,0.30790852,0.134907455
2394,62,Divorced,Male,4,Technical Degree,2,48,Black Jack,4,42,6,6,1261,1211,4798,No,115277,344234,576385,7,20,42206,9,12,3,1,8,1,4,No,0.554053246,73071,0.5545269,0.597048706,0.331079568
2395,61,Divorced,Male,2,Technical Degree,3,31,Black Jack,1,88,7,1,1856,2327,4642,No,134588,258861,538352,6,7,83706,3,4,5,5,0,4,2,No,0.42641866,50882,0.4267832,0.41574677,0.177433737
2396,33,Divorced,Male,3,Technical Degree,5,1,Black Jack,3,44,1,3,2668,2352,5775,No,128365,272872,641825,2,12,63363,4,6,14,1,4,2,3,No,0.573158632,65002,0.573648619,0.531118501,0.304675395
2397,64,Divorced,Male,4,Technical Degree,3,32,Black Jack,3,84,1,6,2769,2359,5546,No,140729,276597,703645,2,7,74908,7,23,5,9,0,3,4,No,0.511618061,65821,0.512055438,0.537810388,0.275388734
2398,38,Divorced,Male,1,Technical Degree,3,15,Black Jack,4,35,1,0,2270,1507,4130,No,146158,296720,730790,6,2,82177,9,14,5,5,10,1,1,No,0.433802518,63981,0.434173371,0.522776112,0.226975467
2399,47,Divorced,Male,2,Technical Degree,4,46,Black Jack,2,54,9,6,1201,1583,4360,No,104985,318536,524925,0,4,58633,4,20,11,10,6,2,4,No,0.101654813,46352,0.101741716,0.378733035,0.038532949
2400,46,Divorced,Male,2,Technical Degree,2,23,Black Jack,3,75,2,6,1118,2693,3650,No,117578,299919,587890,1,11,31863,9,21,2,6,6,2,4,No,0.676556946,85715,0.677135326,0.700360332,0.474238722
2401,35,Divorced,Male,3,Technical Degree,4,32,Black Jack,4,70,10,7,2773,2617,4755,No,110747,281805,553735,4,12,30328,4,24,3,1,1,1,1,No,0.320508061,80419,0.320782059,0.657087763,0.210781966
2402,64,Divorced,Male,4,Technical Degree,3,45,Black Jack,1,59,7,2,2256,2480,6008,No,141787,313638,708935,7,5,69897,7,5,10,10,6,4,2,No,0.478447025,71890,0.478856043,0.587398988,0.281279555
2403,61,Divorced,Male,2,Technical Degree,4,25,Black Jack,2,62,9,5,2982,1375,5178,No,92246,348979,461230,3,21,30518,4,23,0,1,6,1,3,No,0.113668101,61728,0.113765275,0.504367294,0.057379484
2404,46,Divorced,Male,4,Technical Degree,2,49,Black Jack,1,47,3,6,2114,1337,3976,No,136178,325384,680890,1,11,73979,10,12,7,1,4,4,2,No,0.153438455,62199,0.153569628,0.508215742,0.078046502
2405,65,Divorced,Male,3,Technical Degree,1,13,Black Jack,3,34,2,1,2418,2465,3843,No,119818,319013,599090,5,7,37727,7,23,1,10,7,1,4,No,0.741703827,82091,0.742337901,0.670749344,0.49792266
2406,54,Divorced,Male,3,Technical Degree,1,32,Black Jack,2,67,7,4,2445,1975,4383,No,134448,311589,672240,7,3,32959,4,12,6,0,0,4,3,No,0.262941512,101489,0.263166298,0.82924657,0.21822975
2407,59,Divorced,Male,1,Technical Degree,1,41,Black Jack,3,28,5,9,2942,1496,3324,No,103231,328787,412924,0,9,61155,9,4,5,9,6,3,2,No,0.372709612,42076,0.373028237,0.343794684,0.128245125
2408,65,Divorced,Male,3,Technical Degree,5,25,Black Jack,4,77,4,2,1116,2756,3715,No,111579,251037,557895,4,9,63618,3,17,11,1,9,4,4,No,0.950468148,47961,0.951280692,0.391879857,0.372787741
2409,30,Divorced,Male,2,Technical Degree,3,4,Black Jack,2,46,8,0,2640,1658,4289,No,137619,338263,688095,7,10,58976,9,5,5,8,8,3,1,No,0.76234551,78643,0.76299723,0.642576417,0.490284027
2410,65,Divorced,Male,1,Technical Degree,2,39,Let it Ride,3,70,4,2,1386,1504,5972,No,148797,271946,743985,5,8,64234,9,25,5,1,7,1,2,No,0.495853956,84563,0.496277856,0.690947568,0.342901978
2411,61,Divorced,Male,4,Technical Degree,2,35,Let it Ride,3,78,9,6,1051,2776,5005,No,106690,227866,533450,6,4,73902,8,5,4,7,7,1,1,No,0.82809846,32788,0.828806391,0.267904271,0.222040772
2412,44,Divorced,Male,4,Technical Degree,2,42,Let it Ride,3,47,10,9,1597,2113,4225,No,137181,288485,685905,2,11,83886,2,7,7,0,0,4,3,No,0.699932426,53295,0.70053079,0.435462917,0.305055181
2413,46,Divorced,Male,4,Technical Degree,2,38,Let it Ride,2,93,6,0,2639,2687,4181,No,100632,324000,402528,4,3,72774,7,4,9,6,8,2,2,No,0.038137129,27858,0.038169732,0.227622215,0.008688279
2414,40,Divorced,Male,2,Technical Degree,1,23,Let it Ride,1,74,9,7,2725,1696,6165,No,103306,206612,206612,5,26,61429,1,2,0,8,10,2,4,No,0.069846524,41877,0.069906235,0.342168694,0.023919725
2415,25,Divorced,Male,3,Technical Degree,1,10,Let it Ride,4,27,5,9,1580,2093,3595,No,146392,219379,731960,2,0,59021,4,21,14,4,6,1,3,No,0.052167863,87371,0.05221246,0.713891181,0.037274015
2416,56,Divorced,Male,1,Technical Degree,5,35,Let it Ride,1,74,4,2,1431,1796,3210,No,114509,276196,572545,3,19,50081,8,19,3,6,5,4,2,No,0.829747574,64428,0.830456915,0.526428461,0.437176155
2417,53,Divorced,Male,3,Technical Degree,2,13,Let it Ride,1,61,1,3,1561,1822,5688,No,149520,253359,747600,7,11,59429,1,17,1,1,2,1,3,No,0.06053597,90091,0.060587721,0.736115764,0.044599577
2418,29,Divorced,Male,3,Technical Degree,2,21,Let it Ride,3,60,8,3,2694,1855,5532,No,131575,229303,657875,2,15,83838,8,20,3,3,2,4,2,No,0.657275568,47737,0.657837465,0.390049597,0.256589238
2419,54,Divorced,Male,3,Technical Degree,2,18,Let it Ride,4,34,9,10,2614,1572,4170,No,146444,258510,732220,2,19,52272,9,26,9,7,6,1,1,No,0.949773102,94172,0.950585051,0.769460809,0.731437942
2420,29,Divorced,Male,1,Technical Degree,5,50,Let it Ride,1,62,1,2,1748,1152,3142,No,105640,105640,105640,7,26,60299,6,1,10,2,1,1,2,No,0.487265916,45341,0.487682474,0.370472354,0.180672874
2421,41,Married,Female,1,Technical Degree,2,2,Let it Ride,2,39,5,2,2043,2543,5109,No,86534,173068,173068,2,9,32767,6,2,0,1,7,2,2,Yes,0.186874646,53767,0.187034403,0.439319536,0.082167867
2422,53,Married,Female,4,Technical Degree,1,8,Let it Ride,1,68,5,5,2402,1702,3814,No,89244,284082,446220,4,3,65636,10,17,2,7,6,1,1,Yes,0.789200216,23608,0.789874894,0.192896304,0.152363948
2423,44,Married,Female,3,Technical Degree,1,21,Let it Ride,4,87,7,1,1371,2858,5740,No,98801,244097,494005,0,24,31747,3,21,8,10,3,4,1,Yes,0.029578795,67054,0.029604081,0.547884988,0.016219632
2424,61,Married,Female,4,Technical Degree,1,8,Let it Ride,3,49,6,6,2016,1874,4143,No,126101,260683,630505,7,11,44161,8,21,3,9,1,2,3,Yes,0.653229136,81940,0.653787574,0.669515553,0.437720949
2425,40,Married,Female,4,Technical Degree,5,16,Let it Ride,2,44,3,7,1600,2161,4157,No,112735,217062,563675,5,8,37902,8,7,10,2,7,4,2,Yes,0.824359948,74833,0.825064683,0.61144566,0.50448222
2426,52,Married,Female,3,Technical Degree,2,49,Let it Ride,3,59,4,0,1462,2376,5862,No,140230,297953,701150,7,22,38162,3,10,15,3,9,1,2,Yes,0.102004474,102068,0.102091677,0.833977465,0.085142158
2427,57,Married,Female,1,Technical Degree,2,35,Let it Ride,4,73,5,2,1088,2688,3980,No,131562,201397,526248,6,6,55169,6,4,6,1,3,2,4,Yes,0.947672129,76393,0.948482283,0.624192112,0.592035159
2428,47,Married,Female,4,Technical Degree,5,35,Let it Ride,1,39,9,6,2961,2376,3843,No,121307,235475,606535,7,18,48008,2,24,13,9,4,1,3,Yes,0.010938437,73299,0.010947788,0.598911649,0.006556758
2429,36,Married,Female,1,Technical Degree,5,46,Let it Ride,1,65,3,6,2725,1680,5457,No,94827,202233,474135,2,6,38663,6,13,8,2,2,2,3,Yes,0.744725358,56164,0.745362015,0.458904949,0.342050317
2430,65,Married,Female,4,Technical Degree,3,45,Let it Ride,4,67,8,2,2597,1369,5457,No,131083,342045,393249,6,22,54380,4,3,6,8,0,2,3,Yes,0.926373882,76703,0.927165828,0.626725061,0.58107806
2431,26,Married,Female,2,Technical Degree,1,8,Let it Ride,4,89,4,6,1029,2700,5991,No,103155,297804,515775,7,16,26280,1,7,11,1,8,3,1,Yes,0.880272833,76875,0.881025367,0.628130439,0.55339885
2432,24,Married,Female,2,Technical Degree,4,8,Let it Ride,1,40,5,3,1570,2261,4739,No,121260,340175,606300,7,18,57036,6,15,7,5,8,4,3,Yes,0.943088061,64224,0.943894296,0.524761617,0.495319497
2433,39,Married,Female,2,Technical Degree,3,9,Let it Ride,1,50,10,10,1830,1363,5813,No,128350,255942,641750,6,18,78704,8,22,1,0,0,2,1,Yes,0.784936784,49646,0.785607817,0.405647659,0.318679972
2434,63,Married,Female,1,Technical Degree,1,50,Let it Ride,2,31,5,2,2699,1223,5964,No,98585,339393,492925,4,12,59943,3,8,1,1,1,4,3,Yes,0.049605564,38642,0.049647971,0.315736148,0.015675659
2435,26,Married,Female,2,Technical Degree,2,43,Let it Ride,4,36,10,2,2899,1761,5551,No,103574,338146,517870,4,21,33340,7,21,0,7,5,4,4,Yes,0.041874594,70234,0.041910392,0.57386814,0.024051039
2436,43,Married,Female,4,Technical Degree,4,36,Let it Ride,1,90,3,5,1737,2458,5439,No,83458,252221,417290,2,0,68702,6,10,11,1,8,3,2,Yes,0.145283619,14756,0.14540782,0.120568361,0.017531583
2437,63,Married,Female,4,Technical Degree,4,31,Let it Ride,1,59,4,0,2904,1462,5858,No,124783,348312,623915,5,12,30644,9,15,13,0,9,4,2,Yes,0.181363836,94139,0.181518882,0.769191172,0.139622722
2438,62,Married,Female,4,Technical Degree,2,11,Let it Ride,3,97,9,1,1378,2566,6143,No,110789,252528,553945,7,8,71749,7,26,0,1,10,1,3,Yes,0.699430055,39040,0.700027989,0.318988128,0.223300618
2439,47,Married,Female,2,Technical Degree,2,35,Let it Ride,1,69,3,7,1416,2089,5644,No,104885,291727,524425,5,10,73324,2,12,1,10,1,4,2,Yes,0.427459926,31561,0.427825356,0.257878696,0.110327045
